Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
08/10/2007,370681,,01/26/2012,AGUSTINA RODRIGUEZ,N,
01/18/2012,370786,,02/06/2012,SANDRA A HUMMEL PHR,N,
02/01/2012,370798,11/20/2013,02/06/2012,HECTOR MORALES RIVERA,Y,11/20/2013
12/15/2011,370799,,02/06/2012,OLIVER S PINA,N,
02/01/2012,370905,,03/01/2012,ALBERTO L PEREZ,N,
01/01/2007,370930,,02/14/2012,ROSANNE ROSSELLO,N,
02/15/2012,370938,,02/14/2012,JOHN DAILY,N,
01/01/2011,371267,,03/12/2012,VCA DETWILER ANIMAL HOSPITAL,N,
03/01/2012,371295,,03/28/2012,YAJAIRA OLIVARES,N,
04/01/2012,371354,,03/28/2012,RON VOGEL,N,
03/21/2012,371356,,03/28/2012,SANDRA L WATERS,N,
03/21/2012,371357,04/01/2012,03/28/2012,FESTIVAL ISLAND NOODLES,Y,03/28/2014
04/02/2012,371639,11/10/2014,04/02/2012,ALTAGRACIA FRANCISCO,N,
01/01/2012,371640,,04/02/2012,SH GENERAL CONTRACTOR,N,
05/11/2007,348443,,,MICHAEL D CAPARRO ESQ,N,
01/01/2004,348531,06/28/2013,,ANDREA MARTIN,Y,06/28/2013
02/01/2006,348524,01/12/2007,09/17/2007,BRUCE RODRIGUEZ,Y,09/17/2007
05/18/2007,348573,,,TABOT SETTLEMENT & ESCROW LLC,N,
01/01/2006,348583,,,BURKETT-LUSH TRANSPORT,Y,06/06/2007
02/17/2006,348590,01/01/2008,05/18/2007,DOROTHY GARDNER/ROBERT TERRELL,Y,02/10/2012
05/25/2007,348719,,05/25/2007,FRUTERIA LA CALERA,N,
01/01/2006,348746,,,BETTY B STASEK,Y,11/27/2013
01/01/2006,348931,,11/27/2013,LOIS GOOD,N,
06/07/2007,348992,,06/05/2007,CALVARY COMMUNITY CENTER,N,
05/17/2007,348996,01/01/2008,06/05/2007,THEODORE STEWART,Y,05/14/2013
06/06/2007,349000,12/31/2007,06/05/2007,WEGOUT LLC,Y,09/22/2008
05/14/2007,349001,01/01/2008,06/05/2007,SAMMY'S STEAKS,Y,08/24/2012
05/30/2007,348816,01/01/2008,06/08/2007,YANEV,Y,10/22/2013
04/01/2007,348928,11/14/2011,06/05/2007,CROWN FRIED CHICKEN & PIZZA,Y,10/29/2013
04/01/2007,350648,,,CROWN FRIED CHICKEN & PIZZA,Y,12/31/2007
02/23/2007,348511,,06/05/2007,NORBERTO RODRIGUEZ,N,
05/15/2007,348512,12/31/2007,06/05/2007,TACOS RUTH,Y,10/29/2010
07/01/2007,349023,,06/05/2007,CHRIS S MARCANO,N,
05/17/2007,348463,,,POWER SETTLEMENT SERVICES LP,N,
05/17/2007,348544,,,TITLE STREAM,N,
,348716,12/31/2007,05/25/2007,FRUTERIA LA CALERA,Y,11/13/2008
11/01/2006,348947,,01/22/2010,MARIA LEONARDO,N,
04/01/2007,348975,,06/04/2007,M SANTOS SEAFOOD MEATS LLC,N,
05/01/2005,348977,12/31/2011,06/04/2007,TAMMY NAUS,Y,04/30/2013
,348999,12/31/2008,01/25/2008,PETRO USA,Y,11/10/2009
06/07/2007,349117,,,FIRST CHOICE CLOSING SRV LLC,N,
06/01/2007,349168,01/12/2010,,DELIGHT BREIDEGAM,N,
05/25/2007,349296,,,LUTHERAN TRUST INC,N,
,350653,12/31/2007,08/07/2007,FUENTE GROCERY,Y,04/01/2010
,349445,12/31/2007,07/05/2007,#1 STOP DELI AND GROCERY,Y,03/01/2009
03/21/2007,349609,,06/20/2007,SUPERMAN CONSTRUCTION/REYNOSO,N,
06/01/2005,349613,06/05/2008,06/20/2007,LA HUERTA/ RAUL ARANA,N,
05/03/2007,349645,,06/21/2007,STAR GENERAL CONSTRUCTION,N,
06/01/2007,348487,,05/14/2007,SETC INVESTMENT PROPERTIES LLC,N,
07/01/2006,348841,,01/13/2012,TRAVELER'S PUB INC,N,
,348976,12/31/2007,06/04/2007,WEGOUT,N,
06/07/2007,349160,11/04/2011,06/08/2007,MARTIN BONIFACIO,Y,11/04/2011
06/07/2007,349162,01/01/2008,06/08/2007,CHAMPION SYSTEM,Y,11/08/2012
03/26/2007,349254,12/31/2007,06/12/2007,NFW,Y,09/23/2008
03/26/2007,349257,10/29/2014,06/12/2007,809 BAR & GRILL,N,
01/01/2007,349280,11/07/2011,06/12/2007,HYNEMAN BROTHERS INC,N,
02/01/2005,349567,,02/11/2008,TRUPP THOMAS & SUSAN,N,
05/01/2007,349646,01/01/2008,06/21/2007,STUART C HOCH ENTERPRISES,Y,04/12/2013
01/01/2007,349647,11/30/2009,06/21/2007,CORE REALTY ENTERPRISES INC,Y,11/30/2009
03/15/2006,349648,,06/21/2007,PAUL M DAVIDHEISER CARPENTRY,N,
06/01/2006,355646,,,TOUCH OF PARRIS,N,
06/01/2006,349649,,06/21/2007,TOUCH OF PARRIS,N,
01/01/2007,349650,,06/21/2007,TL PROPERTY GROUP LLC,N,
05/04/2007,349658,01/01/2008,06/21/2007,ICED UP/NICK B/ PEDRO S,Y,09/18/2008
02/01/2007,349659,,06/21/2007,WILTON W HENRY,N,
03/01/2007,349660,,06/21/2007,K J TOWING & RECOVERY,N,
05/09/2007,349665,,06/21/2007,DOWNTOWN READING HOFBRAU,N,
05/09/2007,351005,,10/19/2007,DOWNTOWN READING HOFBRAU,Y,01/14/2014
05/10/2007,349666,,06/21/2007,CRISTAL NOTARY SERVICE,N,
01/01/2007,349674,06/30/2008,06/22/2007,PROFESSIONAL REALTY ENTERPRISE,Y,06/30/2008
02/01/2007,349675,,06/22/2007,GOKHAN G HOS,N,
10/01/2006,349676,10/29/2014,06/22/2007,CUSTOM CONCEPTS/JOSEPH S WEBB,N,
01/01/2007,349677,,06/22/2007,DECADE PROEPRTIES LLC,N,
06/01/2007,349679,11/09/2011,06/22/2007,NEW BLOOM FURNITURE,N,
01/01/2007,349680,09/01/2010,06/22/2007,CGR CONSTRUCTION INC,Y,05/18/2011
01/01/2006,349690,,,JOHN WORAM,Y,11/22/2013
01/01/2006,349694,,,NICOLE WORAM,Y,11/22/2013
07/01/2007,350166,,,LOOKOUT BAR & GRILL LLC,N,
07/01/2007,349683,,06/22/2007,LOOKOUT BAR & GRILL LLC,N,
05/15/2007,349701,12/31/2008,06/22/2007,FLORES HOME IMPROVEMENTS,Y,10/29/2013
,348510,12/31/2007,05/15/2007,TACOS RUTH,Y,02/20/2014
06/20/2007,349034,,02/22/2012,PETER AUTO INSPECTION & MAINT,N,
06/11/2007,349216,01/01/2013,12/19/2012,TROPICAL MARKET/JOSE DELA CRUZ,Y,12/19/2012
06/11/2007,349277,01/01/2013,12/19/2012,STREET GOODS/TYQUAN HOLMES,Y,12/19/2012
06/16/2007,349429,01/01/2013,12/19/2012,JANEAL TERRY,Y,12/19/2012
04/13/2007,349614,01/06/2011,06/20/2007,DEVADIP RAFAEL LUGO,Y,01/06/2011
04/01/2007,349615,11/09/2011,06/20/2007,ORLANDO'S AUTO REPAIR SHOP,N,
06/05/2007,349702,01/01/2008,06/22/2007,NEW YORK MINI MARKET,Y,10/29/2013
06/05/2007,350667,12/31/2007,08/06/2007,NEW YORK MINI MARKET,Y,12/31/2008
07/01/2007,349704,,06/22/2007,RAY RENTALS,N,
06/01/2006,349705,,06/22/2007,ANDRES F HENRIQUEZ,N,
01/01/2007,349706,10/31/2014,06/22/2007,DOUGLAS K ZIEGLER,Y,11/03/2014
05/01/2003,349710,09/18/2007,06/22/2007,GARY WILLCOX,Y,10/29/2013
09/01/2006,349718,11/04/2011,12/17/2007,JOSE M CARDONA,N,
01/08/2007,349724,05/01/2013,06/22/2007,BRENNAN & ASSOCIATES PC,Y,12/19/2014
06/27/2007,349905,01/01/2013,12/19/2012,J V GROCERY & DELI,Y,12/19/2012
06/27/2007,350028,12/31/2007,07/02/2007,J V GROCERY & DELI,Y,12/31/2007
07/02/2007,350025,,,BOYER HOLZINGER HARAK & SCOMIL,N,
07/02/2007,350026,,,LITTON LOAN SERVICING LP,N,
04/01/2004,350587,12/31/2006,,VICTOR'S REMODELING,Y,10/03/2007
09/12/2007,350773,,,SEM ENTERPRISES,N,
03/01/2000,350774,,08/24/2007,KRASNO KRASNO & ONWUDINJO,Y,10/29/2013
01/24/2007,350781,,08/20/2007,MILLER PERSONAL CARE HOME LLC,N,
08/23/2007,350800,,,DAN JOINT VENTURE III LP,N,
08/01/2006,350801,,08/23/2007,BILT PROPERTY INVESTMENTS LLC,N,
08/17/2007,350802,11/14/2011,08/23/2007,MOBILE STARTER & ALTERNATOR,N,
07/09/2007,350804,07/01/2013,08/23/2007,FRAPPE CAFE INC,Y,07/01/2013
08/20/2007,374373,,,MIKE'S GROCERY STORE,Y,12/31/2013
08/20/2007,350805,,08/23/2007,MIKE'S GROCERY STORE,Y,01/15/2013
08/01/2008,353116,12/31/2008,,SAJOMA DELI GROCERY/JOSE L RIV,N,
08/01/2008,350806,,08/23/2007,SAJOMA DELI GROCERY/JOSE L RIV,N,
06/01/2007,348758,,06/19/2007,PEDRO ACOSTA,N,
09/12/2007,349008,,06/05/2007,LATINO MEAT MARKET,N,
09/12/2007,350978,,,LATINO MEAT MARKET,N,
02/05/2006,349222,,06/11/2007,"LIBERTY INVESTING, LLC",N,
01/01/2004,349227,,06/11/2007,JOSEPH SHIREY,N,
08/27/2007,350808,05/05/2009,08/23/2007,BELLA SICILIA,N,
08/27/2007,350935,12/31/2007,09/07/2007,BELLA SICILIA,Y,04/01/2009
05/18/2007,349545,,,JANICE VARGAS,N,
04/01/2007,349547,,,GLORIA CRUZ,N,
05/18/2007,349549,,,DOROTHY LIGGS,N,
05/04/2007,349551,,,ANGEL L ROSA,N,
05/04/2007,349553,,,DOROTHY WASHINGTON,N,
05/25/2007,349555,,,JUAN GALARZA-CUBERO,N,
05/24/2007,349558,,,ROSA DIAZ,N,
05/14/2007,349559,,,ROSA VALOY,N,
05/07/2007,349560,,,BAUDILIO MATEO,N,
06/15/2007,349562,10/01/2007,,TRU-CHECK INC,N,
06/01/2007,349563,,11/22/2013,CITY MICE COUNTRY CRAFTS,N,
06/08/2007,349566,06/30/2008,,MGI MSL LLC,N,
02/27/2006,373837,,,4TH & PINE DELI GROCERY,N,
02/27/2006,353420,,01/19/2011,4TH & PINE DELI GROCERY,N,
04/01/2006,349587,,06/20/2007,YASMIN RIVERA,N,
04/01/2007,349588,12/31/2009,06/20/2007,EMELY GROCERY STORE,Y,10/29/2013
06/01/2006,349589,,06/20/2007,GERMANIA PEREZ,N,
01/01/2005,349594,,06/20/2007,CAROL M GREGORY,N,
12/01/2006,349603,01/01/2008,06/20/2007,FRANCISCO & JOSEFINA NAJERA,Y,10/29/2013
,350106,,07/05/2007,STEVENS & LEE REALTY LLC,N,
09/14/2007,350732,12/31/2007,08/23/2007,ARKYMELI SECOND HAND FURNITURE,Y,09/23/2008
08/15/2007,352881,12/31/2008,11/26/2008,TOLUCA RESTAURANT,N,
08/15/2007,350753,,08/23/2007,TOLUCA RESTAURANT,N,
08/16/2007,350790,,08/23/2007,JOSEPHINE'S NAIL,N,
09/28/2007,351052,,,NATIONAL ADVANTAGE SETTLEMENT,N,
09/01/2006,348167,01/01/2008,04/27/2007,EXOTIC DANCING BOUTIQUE,Y,10/29/2010
01/03/2006,348168,,04/27/2007,LOCK ASSOCIATES LP,N,
04/19/2007,348173,10/29/2014,04/27/2007,DELUXE CLEANING SERVICE CORP,N,
10/01/2006,348174,,04/27/2007,MARGARITA COLLADO,N,
03/01/2006,348175,,04/27/2007,VALERIE WEBB,N,
06/01/2006,348180,01/16/2013,04/27/2007,JOSEPH & MARICA TUMMINELLO,Y,01/16/2013
05/01/2006,348183,06/20/2014,04/27/2007,NEW PARADIGM PROPERTIES,N,
04/20/2007,348188,,04/27/2007,MILAN CONSULTING GROUP,N,
03/01/2006,348191,05/01/2007,04/27/2007,ALEJANDRO PALACIOS,Y,12/31/2007
03/01/2007,348192,,04/27/2007,CINDY NEEL,N,
04/24/2007,348193,01/01/2008,04/27/2007,LA ALTAGRACIA GROCERY,N,
04/24/2007,348213,,04/14/2008,LA ALTAGRACIA GROCERY,N,
05/05/2007,348194,11/04/2013,04/27/2007,JVL MULTI-SERVICES,Y,11/04/2013
04/24/2007,348212,12/31/2007,04/27/2007,TROPICAL SHAVED ICE,Y,02/20/2014
04/24/2007,348195,,04/27/2007,TROPICAL SHAVED ICE,Y,12/10/2009
04/24/2007,348196,12/31/2007,04/27/2007,DIANNE GILDNERS SNACKS,Y,09/19/2008
03/01/2007,348197,01/01/2008,04/27/2007,COLLAZO METRO CAB,N,
,348210,12/31/2008,04/09/2008,SALINO'S BAKERY,Y,07/28/2011
,A0260301,12/31/2008,04/28/2005,TAQUERIA JIMENEZ,Y,02/20/2014
,348346,12/31/2008,05/09/2007,TAQUERIA JIMENEZ,Y,02/20/2014
05/03/2007,348299,,,AMERICAN TITLE,N,
05/03/2007,348301,,,ACCREDITED HOME LENDERS,N,
05/03/2007,348302,,,LENDER SERVICES DIRECT INC,N,
04/01/2007,348333,,05/07/2007,JULIO LARA METRO CAB,N,
11/29/2011,370011,,12/22/2011,RAAM ENTERPRISES INC,N,
03/21/2011,370549,,,DECARLOS FOOD MARKET CORP,N,
03/21/2011,370010,,11/29/2011,DECARLOS FOOD MARKET CORP,N,
07/01/2006,348244,,05/01/2007,HM PROPERTIES LLC,N,
05/09/2007,348371,,,SETTLEMENT ASSOCIATES INC,N,
05/01/2012,371644,12/04/2014,04/03/2012,BORICUA'S CREATIONS,N,
,327334,,02/07/2012,CVS CAREMARK CORP,N,
07/01/2009,370810,,02/07/2012,ASHLEY BRUTUS,Y,08/09/2013
05/06/2004,370812,,02/07/2012,AXIS ROBESON GARAGES LLC,N,
12/01/2008,370813,,02/07/2012,RECONNECT INVESTORS LLC,N,
02/16/2011,371005,,03/01/2012,RUBEN JEREZ,N,
02/01/2012,371006,,02/23/2012,JAVIER SANTOS SR,N,
03/13/2012,375306,,,EMMANUEL MEXICAN STYLE MINI,N,
03/13/2012,371282,,03/28/2012,EMMANUEL MEXICAN STYLE MINI,N,
03/13/2012,371346,,,EMMANUEL MEXICAN STYLE MINI,N,
04/03/2012,371647,,04/03/2012,PR & SONS SECOND HAND STORE,N,
01/25/2007,348382,,11/22/2013,THE READING PRIDE CELEBRATION,N,
01/01/2012,370601,11/21/2014,02/06/2012,E & E SECOND HAND FURNITURE,N,
09/01/2011,370689,,02/06/2012,REGINA M CASTRO,N,
11/04/2009,370690,11/06/2013,02/06/2012,ZAYNA L FRANCIS,N,
09/01/2011,370691,,02/06/2012,JULIE LURWICK,N,
09/01/2010,370692,,02/13/2012,MICHAEL S REED,N,
01/01/2007,348771,,11/28/2012,JOSE GARCIA,N,
05/29/2007,349774,09/21/2012,06/25/2007,CONFESOR RAMIREZ,Y,09/21/2012
09/01/2006,349776,,06/25/2007,SALVADOR HERNANDEZ,N,
01/01/2007,349778,,06/25/2007,JOHN LOPEZ,N,
04/01/2003,349787,,06/25/2007,CAROLYN BAZIK,N,
04/01/2007,349791,10/31/2013,06/25/2007,HARMONY HOUSING OPTIONS LLC,Y,10/31/2013
01/01/1995,349793,,06/25/2007,DANA P KASE,N,
09/01/2007,349796,01/01/2008,06/25/2007,RICHARD J WHITFORD,Y,06/08/2012
11/24/2006,349799,11/01/2007,06/25/2007,EMILIA UROSA,Y,10/29/2013
06/19/2007,349803,12/31/2007,06/25/2007,CEBALLO'S BAKERY,Y,09/22/2008
05/01/2007,349806,,06/25/2007,1 STOP DELI & GROCERY,Y,01/22/2013
04/01/2007,349809,07/10/2012,06/25/2007,ACCOUNTABLE AGENTS LLC,Y,07/10/2012
06/25/2007,349810,,06/25/2007,BRYAN DIETRICH,N,
06/20/2007,349812,01/01/2008,06/25/2007,PACHUILO'S,Y,12/11/2012
06/01/2006,349815,,06/25/2007,THOMAS PIMLEY,N,
08/14/2007,350731,01/01/2013,12/19/2012,DIVINO NINO RESTAURANT,Y,12/19/2012
,A4419460,12/31/2006,01/05/2006,WAWA STORE #153,N,
07/30/2007,350594,,,PENN WIDE SETTLEMENT SRVS LLC,N,
07/30/2007,350596,,,ROSELAND SETTLEMENT LLC,N,
08/07/2007,350597,,07/30/2007,DIAMOND GLASS INC,Y,10/07/2013
02/01/2006,350598,01/01/2008,07/30/2007,XIOMARA GARCIA,N,
07/20/2007,350599,12/31/2007,07/30/2007,CAROLINA FURNITURE,Y,09/19/2008
06/01/2007,350603,01/01/2008,07/30/2007,ROXY'S GIFT SHOP 4 U,Y,07/01/2013
06/01/2007,350604,03/09/2010,07/30/2007,AP AUTO BODY,Y,08/22/2013
06/26/2007,350606,,07/30/2007,"AZTECAS PLUMBING, INC",N,
07/27/2007,350607,09/01/2008,07/30/2007,COCINA SABROSA LATINE CUISINE,Y,09/26/2008
03/15/2007,350608,02/08/2013,07/30/2007,CESARINA CABA,Y,02/08/2013
02/15/2007,350609,11/14/2011,07/30/2007,MARY CANDICE ROMAN,Y,11/07/2013
10/10/2005,351200,,10/04/2007,ELT PROPERTY IMPROVEMENT,N,
08/20/2007,351211,07/09/2013,10/04/2007,EXEL INC,Y,07/09/2013
,351186,10/03/2007,10/03/2007,SCHRUM'S SNEAKERS,N,
04/01/2006,351408,03/20/2007,10/22/2007,KATHLEEN R REARDEN,N,
10/26/2007,351488,,,RAINBOW ASSURANCE INC,N,
11/26/2007,351678,,,WASHINGTON ST KIT DOMEX LLC,Y,11/22/2013
11/15/2007,351758,,,REGENCY TITLE INC,N,
11/15/2007,351761,,,SETTLEMENT USA INC,N,
11/15/2007,351764,,,FIRST EASTERN ABSTRACT CO INC,N,
11/15/2007,351768,,,STAR SETTLEMENT SERVICES,N,
06/01/2005,351774,,,SEM MANAGEMENT LLC,N,
11/01/2007,351775,,,SAFC BIOSCIENCES INC,N,
11/01/2007,351572,12/31/2007,12/19/2012,GENESIS CONTRACTORS,Y,12/20/2012
11/01/2007,351604,11/03/2011,11/15/2007,ROYAL FRIED CHICKEN & PIZZA,Y,10/29/2013
08/01/2006,351776,,11/15/2007,JOSE ALVAREZ,N,
01/01/2007,351793,,11/15/2007,JOSE MATEO J,N,
11/01/2004,349811,,06/25/2007,DALESSIO ACCOUNTING,N,
01/01/2005,349821,,06/26/2007,CONTINENTAL FLOORING,N,
01/01/2007,349822,11/04/2011,06/26/2007,MY FAMILY GROCERY,Y,10/29/2013
06/28/2007,349958,,,CLOSING SERVICES LLC,N,
03/01/2006,351797,,11/15/2007,KJV ENTERPISES INC,N,
11/12/2007,351788,,02/22/2008,FABIO CONSTRUCTION,N,
11/01/2006,351801,,11/15/2007,ROSA PENA DEVERS,N,
10/01/2007,351809,,11/15/2007,MELISSA SHELTON ORNTER,N,
01/01/2007,351810,,11/15/2007,BERMA YOUNG,N,
01/01/2007,351811,12/31/2010,11/15/2007,KATHRYN BALDWIN,N,
01/01/2006,351812,,11/15/2007,AMPARO VELAZQUEZ ROSALES,N,
05/01/2007,351818,,,T C PROFESSIONAL SERVICES,N,
02/01/2007,351819,01/01/2008,11/15/2007,MICHELE STEWART,Y,05/08/2013
01/04/2007,351821,,11/15/2007,MANUEL CASTRO,N,
10/01/2007,351823,,11/15/2007,ROBERT & REBECCA MADER,N,
03/01/2007,351825,12/08/2014,11/15/2007,A & T INVESTMENT PROPERTIES LL,N,
09/01/2007,351827,,11/15/2007,LINFORD D FISHER,N,
10/01/2007,351829,,11/15/2007,JOHN HUCK,N,
05/01/2006,351840,11/14/2011,04/28/2008,DIMENSION 4 MKTG SVCS LTD,Y,05/14/2013
07/01/2007,351841,,11/19/2007,SPRUCE CHIROPRACTIC HEALTH CEN,N,
02/01/2007,351842,01/30/2013,11/19/2007,ROBELO INVESTMENTS LLC,Y,01/30/2013
07/01/2006,351843,,11/19/2007,CROWN CASTLE MU LLC,N,
11/01/2004,351844,,11/19/2007,WILSON GARZON,N,
09/10/1990,351845,,11/19/2007,THOMAS EVANS,N,
01/01/2005,351846,,11/19/2007,LINEMAN ENTEPRISE LLC,N,
01/01/2004,351848,,11/19/2007,JFK ESQ LLC,N,
,351880,12/31/2007,11/27/2007,GOMEZ MINI-MARKET,Y,02/21/2008
01/01/2002,351953,04/09/2009,11/30/2007,CARMEN PEREZ,Y,08/08/2012
01/01/1987,352013,,12/04/2007,YAIR OZIRI,Y,10/30/2013
09/08/2010,365239,10/31/2013,09/10/2010,LA HUERTA,Y,10/31/2013
09/01/2007,350952,,09/10/2007,EARLY BEGINNINGS LLC,N,
08/01/2007,350953,12/14/2009,09/10/2007,RPR PROPERTIES LLC,Y,10/29/2010
04/01/2007,350954,01/01/2008,09/10/2007,JOSEPH FAMIGLIETTI,N,
09/10/2007,350956,10/15/2010,01/31/2008,MIKE DENATALE'S ARTISTIC FAIR,Y,10/07/2010
06/15/2007,350957,12/31/2011,09/10/2007,BOO BOO'S TAVERN,Y,01/05/2012
06/15/2007,351006,12/31/2007,09/20/2007,BOO BOO'S TAVERN,Y,11/01/2012
09/06/2007,350958,11/13/2013,09/10/2007,EAST READING SURPLUS & APPLIAN,Y,11/13/2013
01/10/2007,350959,,09/10/2007,JAMES M KLOPP,N,
11/15/2010,365679,08/02/2012,10/27/2010,M & G MULTISERVICE INC,Y,08/02/2012
06/01/2006,350960,,11/25/2013,GERMAN FARRELL,N,
09/10/2007,350683,,,CITY OF READING NON COMPLIANCE,N,
09/16/2007,351025,12/31/2007,10/15/2007,YATZEE,Y,12/31/2007
09/16/2007,350962,12/31/2007,,YATZEE,Y,09/19/2008
09/01/2005,350964,12/31/2007,09/11/2007,KAREN ALTHOUSE,Y,09/18/2008
11/08/2010,365715,,11/05/2010,CHUCHO CONSTRUCTION,N,
12/01/2010,365742,,11/10/2010,ALL STARS HAIR STUDIO,N,
12/01/2010,365744,11/13/2013,11/10/2010,D GLOBAL INC/ELEODORO A PAULA,Y,03/05/2013
11/27/2010,365838,11/04/2013,09/20/2011,MICHAEL'S HAIR SALON II,Y,11/04/2013
11/16/2011,370135,,12/23/2011,SKIP KLEMMER,N,
11/01/2011,370146,,12/23/2011,WILEEN REBER,N,
04/20/2010,370304,,12/19/2011,PONCES HOME INVESTORS LLC,N,
06/18/2011,370326,,12/22/2011,MARIA CENTENO,N,
01/25/2012,370657,,02/06/2012,QUISQUEYA DELI GROCERY,N,
02/01/2012,370659,,02/06/2012,JOSE FRIAS,N,
11/01/2009,370688,,02/06/2012,MARC WILFRED BURDEN,N,
02/06/2012,370800,,02/06/2012,SANTOS VERONICA,N,
02/06/2012,370803,,02/06/2012,HEADSTONE 118,N,
,370987,01/16/2013,03/01/2012,SMB FIREARMS,Y,01/16/2013
09/11/2007,350966,,,FIDELITY NATIONAL TITLE INSURA,N,
09/14/2007,350989,,,AMERICAN TAX REPORTING,N,
02/22/2012,370988,11/14/2013,03/01/2012,BERTO'S MESSENGER SERVICE,Y,02/15/2013
03/01/2012,371072,,02/24/2012,SOPHIA SHI,N,
03/13/2012,371284,,03/28/2012,CITY SPACE AT 108 S FITH ST,N,
01/01/2012,371683,11/04/2013,04/05/2012,OSSOWSKI METRO CAB,Y,11/04/2013
06/01/2012,372522,,06/12/2012,DOLORES MARTE,N,
06/12/2012,372531,,06/12/2012,J AND A PATEL LLC,N,
06/15/2012,372541,,06/13/2012,ELVIS CRUZ,N,
07/13/2012,372543,11/20/2014,06/13/2012,SO POSH SALON,N,
09/01/2008,372545,,06/13/2012,PHILIP S MARTH,N,
07/01/2012,372590,,06/15/2012,ANGELICA FERRER,N,
01/01/2008,372593,,06/15/2012,SHARON WENDLING,N,
07/01/2012,372595,,06/15/2012,RAY AND TERESA HUNTER,N,
07/01/2012,372667,,06/26/2012,GARCIA SPORTS SUPPLEMENTS,N,
07/01/2012,380407,,,GARCIA SPORTS SUPPLEMENTS,N,
05/01/2012,372670,,06/26/2012,CENTENO LLC,N,
,372705,,06/28/2012,ROGGIO JEWELRY,N,
07/11/2012,372760,,07/02/2012,WOK N ROLL,N,
07/11/2012,372780,,06/25/2013,WOK N ROLL,N,
07/13/2012,372834,,07/16/2012,SCOTT'S CRAFTS,N,
07/30/2010,372833,,07/16/2012,REIMERT SAMUEL J,N,
07/19/2012,372863,,07/19/2012,ANTONIO'S ENTERPRISES,N,
01/01/2008,373014,,07/27/2012,SEVENOAK PROPERTIES LLC,N,
09/01/2012,373174,,08/14/2012,SIXTO SIBRI,N,
08/17/2012,373218,,08/17/2012,LAKERAIL LLC,N,
01/01/2010,373221,,08/17/2012,CG'S CONTRACTING,N,
08/22/2012,373275,,08/22/2012,FRANCISCO PICHARDO,N,
01/01/2007,373384,,08/29/2012,APEX PROF MECH SVCS INC,N,
10/01/2006,350728,,08/13/2007,YVES COLES & MARIE EUGENE,N,
05/15/2007,350870,,,CITADEL BROADCASTING COMPANY,N,
07/01/2007,350839,,01/29/2010,LA HACIENDA STORE,Y,06/07/2012
09/09/2007,350926,01/01/2013,12/19/2012,CAYE ESSER,Y,12/19/2012
06/13/2007,350927,,,PARK PLACE PA LLC,N,
09/06/2007,350923,07/01/2013,04/11/2011,CARLOS ALICEA,Y,07/01/2013
09/09/2007,350925,01/01/2013,12/19/2012,IDM EMPOWERMENT CO,Y,12/19/2012
09/06/2007,350928,,09/07/2007,DIANE GRANDSTROM AROMATHERAPY,N,
07/10/2007,350930,,09/07/2007,KMASK HOLDINGS,N,
01/01/2006,350933,,09/07/2007,GATTO PAINTING,N,
09/09/2007,351043,,09/28/2007,BOB HOMAN'S EXTREME WOODERAINS,Y,05/01/2012
09/09/2007,351061,01/01/2008,09/28/2007,OLEY VALLEY INN,Y,10/29/2013
09/09/2007,351063,01/01/2008,09/28/2007,EVERYTHING VINTAGE,Y,11/09/2012
09/09/2007,351081,01/01/2008,09/28/2007,SUMMERS SALSA,N,
04/21/2007,351083,,,JOYCE TREE SERVICE,N,
08/12/2007,351084,,,DONNA BURKE,N,
09/04/2007,351085,,,IRIS CRUZ,N,
07/18/2007,351086,,,ANA M FRIAS,N,
08/15/2007,351088,,,JOAN WOODS,N,
08/29/2007,351089,,,LUZ DIAZ,N,
10/02/2007,351168,,,NATIONAL TITLE AGENCY,N,
09/14/2007,351169,11/07/2011,10/02/2007,JIMMY'S EXPRESS,N,
09/10/2007,351171,01/01/2008,10/02/2007,LINA BEAUTY SALON,N,
06/01/2007,350712,,,REMEDIATION SERVICES GROUP INC,N,
04/01/2007,350713,,,COMMUNITY SERVICES GROUP,N,
08/02/2007,350714,04/30/2010,08/10/2007,LOUISA S COFFELT,Y,06/08/2011
09/01/2007,350715,,08/10/2007,ANTHONY SCOTTO DILUZIO,N,
04/05/2007,350716,,08/10/2007,PAIR OF ACES LLC,N,
01/01/2006,350717,,08/10/2007,DENNY'S PROPERTY IMPROVEMENTS,N,
02/13/2007,346384,,,HILLBILLY KETTLE KORN,N,
02/13/2007,350718,,08/10/2007,HILLBILLY KETTLE KORN,Y,11/09/2012
08/03/2007,367188,,,FUENTE GROCERY,Y,07/07/2014
08/03/2007,350656,04/02/2012,08/10/2007,FUENTE GROCERY,Y,04/02/2012
08/15/2007,350719,01/20/2012,08/10/2007,TED & CARL CATERING INC,Y,01/20/2012
01/01/2006,350720,11/14/2013,08/10/2007,B & Z PROPERTIES,Y,11/14/2013
06/01/2005,350852,,08/28/2007,DMS PROPERTIES INC,N,
04/01/2006,350840,,10/23/2012,FAIRVIEW PROPERTY INC,N,
08/27/2007,350836,01/01/2013,12/19/2012,DRUMMONDS BARBER SHOP,Y,12/19/2012
07/01/2007,350891,01/01/2013,12/19/2012,CANDY SHOP SHOES & ACCESORIES,Y,12/19/2012
09/05/2007,350888,09/21/2012,05/29/2008,NEW STYLE HAIR SALON,Y,09/21/2012
09/09/2007,350900,,,SOUL SPRINGS BY AM,Y,05/25/2012
