AccountNo,Account Description,Dollars,Budget Year,Budget Type
01-07-14-4308,Small Engine Repair,35000,2014,Actual
01-07-14-4402,Maintenance/Repair Equipment,2500,2014,Actual
01-07-14-4500,Vehicle Supplies,17500,2014,Actual
01-07-14-4501,Gas,123000,2014,Actual
01-07-14-4502,Tires and Tubes,50000,2014,Actual
01-07-14-4503,Repair Parts,160900,2014,Actual
01-07-14-4504,Uniforms,4000,2014,Actual
01-07-14-4510,General Plant Supplies,2000,2014,Actual
01-07-14-4528,Small tools,5000,2014,Actual
01-07-14-4755,Repairs to Damaged Property,20000,2014,Actual
01-07-14-4900,Fringe Benefits,122312,2014,Actual
01-07-14-4901,Pension,91723,2014,Actual
01-07-14-4911,Penny Fund,200,2014,Actual
01-07-14-4913,Social Security,27278,2014,Actual
01-07-24-4101,Light & Power,130000,2014,Actual
01-07-24-4102,Street Lighting,900000,2014,Actual
01-07-24-4216,Contracted Services,114400,2014,Actual
01-07-24-4407,Maintenance/Repairs Property,23300,2014,Actual
01-07-24-4408,Maint/Repair Traffic Signals,35000,2014,Actual
01-07-24-4409,Maint/Repair Street Lights,115000,2014,Actual
01-07-24-4412,Maint/Repair Signs & Paint,17600,2014,Actual
01-07-24-4900,Fringe Benefits,30578,2014,Actual
01-07-50-3653,Towing Revenue,-15000,2014,Actual
01-07-50-4000,Salaries,127856,2014,Actual
01-07-50-4200,Advertising,200,2014,Actual
01-07-50-4203,Rentals/Lease,455000,2014,Actual
01-07-50-4222,Consulting Services,20000,2014,Actual
01-07-50-4307,Conferences/Training,1300,2014,Actual
01-07-50-4317,Dues,1625,2014,Actual
01-07-50-4510,General Plant Supplies,200,2014,Actual
01-07-50-4900,Fringe Benefits,30578,2014,Actual
01-07-50-4901,Pension,18344,2014,Actual
01-07-50-4913,Social Security,9781,2014,Actual
01-07-51-4900,Fringe Benefits,15289,2014,Actual
01-07-52-3977,Direct Reimb Sewer,-150000,2014,Actual
01-07-52-4000,Salaries,474058,2014,Actual
01-07-52-4006,Overtime,15000,2014,Actual
01-07-52-4216,Contracted Services,8500,2014,Actual
01-07-52-4444,Drug & Alcohol Testing,500,2014,Actual
01-07-52-4504,Uniforms,2200,2014,Actual
01-07-52-4510,General Plant Supplies,25000,2014,Actual
01-07-52-4525,Minor Capital Equipment,2500,2014,Actual
01-07-52-4528,Small tools,2000,2014,Actual
01-07-52-4900,Fringe Benefits,198757,2014,Actual
01-07-52-4901,Pension,100893,2014,Actual
01-07-52-4911,Penny Fund,215,2014,Actual
01-07-52-4913,Social Security,37413,2014,Actual
01-07-71-3743,Miscellaneous,-2000,2014,Actual
01-07-71-4000,Salaries,366031,2014,Actual
01-07-71-4006,Overtime,12000,2014,Actual
01-07-71-4016,Temporary Wages,52500,2014,Actual
01-07-71-4216,Contracted Services,50205.69,2014,Actual
01-07-71-4307,Conferences/Training,500,2014,Actual
01-07-71-4317,Dues,670,2014,Actual
01-07-71-4401,Maintenance/Repair Building,10000,2014,Actual
01-07-71-4504,Uniforms,750,2014,Actual
01-07-71-4510,General Plant Supplies,23000,2014,Actual
01-07-71-4514,Botanical Supplies,4694.31,2014,Actual
01-07-71-4522,Medical/Surgical Supplies,1000,2014,Actual
01-07-71-4900,Fringe Benefits,183468,2014,Actual
01-07-71-4901,Pension,73376,2014,Actual
01-07-71-4911,Penny Fund,250,2014,Actual
01-07-71-4913,Social Security,33318,2014,Actual
01-07-73-4900,Fringe Benefits,30578,2014,Actual
01-07-74-4000,Salaries,348880,2014,Actual
01-07-74-4006,Overtime,2500,2014,Actual
01-07-74-4016,Temporary Wages,83000,2014,Actual
01-07-74-4100,Fuel,120000,2014,Actual
01-07-74-4101,Light & Power,450000,2014,Actual
01-07-74-4104,Telephone,39226.56,2014,Actual
01-07-74-4133,Gas-Utilities,110000,2014,Actual
01-07-74-4203,Rentals/Lease,1000,2014,Actual
01-07-74-4216,Contracted Services,1040745,2014,Actual
01-07-74-4402,Maintenance/Repair Equipment,93000,2014,Actual
01-07-74-4403,Stadium Commission Capital,5000,2014,Actual
01-07-74-4405,Maintenance Supplies,40000,2014,Actual
01-07-74-4504,Uniforms,750,2014,Actual
01-07-74-4505,Janitorial Supplies,40000,2014,Actual
01-07-74-4510,General Plant Supplies,21050,2014,Actual
01-07-74-4900,Fringe Benefits,168179,2014,Actual
01-07-74-4901,Pension,64204,2014,Actual
01-07-74-4911,Penny Fund,180,2014,Actual
01-07-74-4913,Social Security,33231,2014,Actual
01-08-28-4000,Salaries,2021349,2014,Actual
01-08-28-4001,Holiday Pay,76048,2014,Actual
01-08-28-4002,Longevity,57553,2014,Actual
01-08-28-4003,Uniform/Clothing Allowance,9875,2014,Actual
01-08-28-4006,Overtime,300000,2014,Actual
01-08-28-4016,Temporary Wages,69675,2014,Actual
01-08-28-4203,Rentals/Lease,31800,2014,Actual
01-08-28-4216,Contracted Services,6600,2014,Actual
01-08-28-4308,Subscriptions,900,2014,Actual
01-08-28-4317,Dues,465,2014,Actual
01-08-28-4402,Maintenance/Repair Equipment,8359,2014,Actual
01-08-28-4411,Maintenance Agreements,10000,2014,Actual
01-08-28-4510,General Plant Supplies,45420,2014,Actual
01-08-28-4733,Vice Funds,27000,2014,Actual
01-08-28-4900,Fringe Benefits,1223120,2014,Actual
01-08-28-4902,Police Pension,1044558,2014,Actual
01-08-28-4913,Social Security,41070,2014,Actual
01-08-29-3710,Checking Account Revenue,-15000,2014,Actual
01-08-29-4000,Salaries,324273,2014,Actual
01-08-29-4001,Holiday Pay,11627,2014,Actual
01-08-29-4002,Longevity,12445,2014,Actual
01-08-29-4003,Uniform/Clothing Allowance,1100,2014,Actual
01-08-29-4004,Salaries Civilian,1023864,2014,Actual
01-08-29-4005,Overtime Civilian,225000,2014,Actual
01-08-29-4006,Overtime,10000,2014,Actual
01-08-29-4016,Temporary Wages,140000,2014,Actual
01-08-29-4202,Printing,11095,2014,Actual
01-08-29-4203,Rentals/Lease,7550,2014,Actual
01-08-29-4216,Contracted Services,247148,2014,Actual
01-08-29-4307,Conferences/Training,39000,2014,Actual
01-08-29-4308,Subscriptions,1540,2014,Actual
01-08-29-4317,Dues,400,2014,Actual
01-08-29-4402,Maintenance/Repair Equipment,153450,2014,Actual
01-08-29-4411,Maintenance Agreements,4900,2014,Actual
01-08-29-4510,General Plant Supplies,113454,2014,Actual
01-08-29-4614,Police Academy,114950,2014,Actual
01-08-29-4900,Fringe Benefits,596271,2014,Actual
01-08-29-4901,Pension,229301,2014,Actual
01-08-29-4902,Police Pension,144077,2014,Actual
01-08-29-4913,Social Security,100750,2014,Actual
01-08-29-4977,Intradepartmental Direct Cost,3000,2014,Actual
01-08-30-4000,Salaries,8270554,2014,Actual
01-08-30-4001,Holiday Pay,310866,2014,Actual
01-08-30-4002,Longevity,118226,2014,Actual
01-08-30-4003,Uniform/Clothing Allowance,23651,2014,Actual
01-08-30-4006,Overtime,1275000,2014,Actual
01-08-30-4016,Temporary Wages,407038,2014,Actual
01-08-30-4202,Printing,2000,2014,Actual
01-08-30-4216,Contracted Services,5960,2014,Actual
01-08-30-4308,Subscriptions,1430,2014,Actual
01-08-30-4317,Dues,1985,2014,Actual
01-08-30-4402,Maintenance/Repair Equipment,5500,2014,Actual
01-08-30-4501,Gas,292000,2014,Actual
01-08-30-4504,Uniforms,80000,2014,Actual
01-08-30-4510,General Plant Supplies,30000,2014,Actual
01-08-30-4626,Veterinary Services,6000,2014,Actual
01-08-30-4803,Vehicles,171000,2014,Actual
01-08-30-4900,Fringe Benefits,3470603,2014,Actual
01-08-30-4902,Police Pension,4790561,2014,Actual
01-08-30-4913,Social Security,176113,2014,Actual
01-08-31-3545,Kenhorst Police Contract,-431139,2014,Actual
01-08-31-3546,Reimb. Community Policing,-225000,2014,Actual
01-08-31-3554,Grants and Gifts,-415000,2014,Actual
01-08-31-3613,Rdg. Housing Auth.-Reimb.,-200000,2014,Actual
01-08-31-3633,Police Application Fee,-2000,2014,Actual
01-08-31-3636,Other Department Earnings,-2000,2014,Actual
01-08-31-3650,Police Services/Copy Service,-275000,2014,Actual
01-08-31-3654,Burglary/Robery Alarm Ordinanc,-40000,2014,Actual
01-08-31-3777,Heart and Lung Reimbursement,-40000,2014,Actual
01-08-31-4000,Salaries,191898,2014,Actual
01-08-31-4001,Holiday Pay,7380,2014,Actual
01-08-31-4002,Longevity,3324,2014,Actual
01-08-31-4003,Uniform/Clothing Allowance,750,2014,Actual
01-08-31-4004,Salaries Civilian,85597,2014,Actual
01-08-31-4006,Overtime,4500,2014,Actual
01-08-31-4216,Contracted Services,6400,2014,Actual
01-08-31-4222,Consulting Services,22000,2014,Actual
01-08-31-4307,Conferences/Training,3700,2014,Actual
01-08-31-4308,Subscriptions,1075,2014,Actual
01-08-31-4317,Dues,9235,2014,Actual
01-08-31-4411,Maintenance Agreements,3500,2014,Actual
01-08-31-4504,Uniforms,3500,2014,Actual
01-08-31-4506,Office Supplies,1500,2014,Actual
01-08-31-4510,General Plant Supplies,5700,2014,Actual
01-08-31-4900,Fringe Benefits,137601,2014,Actual
01-08-31-4901,Pension,9172,2014,Actual
01-08-31-4902,Police Pension,72039,2014,Actual
01-08-31-4913,Social Security,9562,2014,Actual
01-09-32-3554,Grants and Gifts,-1295145,2014,Actual
01-09-32-3561,Fireman Relief Assoc- Contrib.,-40000,2014,Actual
01-09-32-3620,Fire Incident Reports,-3500,2014,Actual
01-09-32-3623,False Fire Alarm Fee,-45000,2014,Actual
01-09-32-3636,Other Department Earnings,-3000,2014,Actual
01-09-32-3642,Fire Prevention Permits,-133000,2014,Actual
01-09-32-3777,Heart and Lung Reimbursement,-250000,2014,Actual
01-09-32-4000,Salaries,419257,2014,Actual
01-09-32-4001,Holiday Pay,13535,2014,Actual
01-09-32-4002,Longevity,11800,2014,Actual
01-09-32-4003,Uniform/Clothing Allowance,4200,2014,Actual
01-09-32-4006,Overtime,3500,2014,Actual
01-09-32-4101,Light & Power,15300,2014,Actual
01-09-32-4202,Printing,300,2014,Actual
01-09-32-4216,Contracted Services,5175,2014,Actual
01-09-32-4235,Fees,18525,2014,Actual
01-09-32-4308,Subscriptions,1750,2014,Actual
01-09-32-4315,Physical Fitness,5300,2014,Actual
01-09-32-4510,General Plant Supplies,5000,2014,Actual
01-09-32-4772,Canteen Contribution,1023,2014,Actual
01-09-32-4803,Vehicles,73000,2014,Actual
01-09-32-4900,Fringe Benefits,198757,2014,Actual
01-09-32-4901,Pension,9172,2014,Actual
01-09-32-4903,Fire Pension,90689,2014,Actual
01-09-32-4913,Social Security,9240,2014,Actual
01-09-33-3644,Delinquent Collections,-4000,2014,Actual
01-09-33-4000,Salaries,204053,2014,Actual
01-09-33-4001,Holiday Pay,10078,2014,Actual
01-09-33-4002,Longevity,5705,2014,Actual
01-09-33-4003,Uniform/Clothing Allowance,2800,2014,Actual
01-09-33-4006,Overtime,30000,2014,Actual
01-09-33-4216,Contracted Services,20000,2014,Actual
01-09-33-4307,Conferences/Training,8000,2014,Actual
01-09-33-4308,Subscriptions,1800,2014,Actual
01-09-33-4317,Dues,2600,2014,Actual
01-09-33-4510,General Plant Supplies,4500,2014,Actual
01-09-33-4728,Explorer Post,9500,2014,Actual
01-09-33-4802,Machinery and Equipment,5500,2014,Actual
01-09-33-4900,Fringe Benefits,91734,2014,Actual
01-09-33-4903,Fire Pension,60459,2014,Actual
01-09-33-4913,Social Security,4316,2014,Actual
01-09-34-4000,Salaries,6078226,2014,Actual
01-09-34-4001,Holiday Pay,247961,2014,Actual
01-09-34-4002,Longevity,98600,2014,Actual
01-09-34-4003,Uniform/Clothing Allowance,55000,2014,Actual
01-09-34-4006,Overtime,250000,2014,Actual
01-09-34-4216,Contracted Services,135114,2014,Actual
01-09-34-4231,Scuba Team,8600,2014,Actual
01-09-34-4315,Physical Fitness,0,2014,Actual
01-09-34-4401,Maintenance/Repair Building,14200,2014,Actual
01-09-34-4402,Maintenance/Repair Equipment,79900,2014,Actual
01-09-34-4501,Gas,95000,2014,Actual
01-09-34-4513,Chemical Supplies,5350,2014,Actual
01-09-34-4802,Machinery and Equipment,90575,2014,Actual
01-09-34-4900,Fringe Benefits,2125171,2014,Actual
01-09-34-4903,Fire Pension,1647515,2014,Actual
01-09-34-4913,Social Security,98209,2014,Actual
01-09-35-3619,EMS Record Report,-2500,2014,Actual
01-09-35-3641,User Fees,-3536638,2014,Actual
01-09-35-3643,Standby Revenue,-75000,2014,Actual
01-09-35-3644,Delinquent Collections,-10000,2014,Actual
01-09-35-3671,Membership Fees,-60000,2014,Actual
01-09-35-4000,Salaries,1652485,2014,Actual
01-09-35-4001,Holiday Pay,69506,2014,Actual
01-09-35-4002,Longevity,17595,2014,Actual
01-09-35-4003,Uniform/Clothing Allowance,38250,2014,Actual
01-09-35-4006,Overtime,350000,2014,Actual
01-09-35-4104,Telephone,280,2014,Actual
01-09-35-4201,Communications-Medical,12000,2014,Actual
01-09-35-4215,Removal of Infectious Waste,1000,2014,Actual
01-09-35-4222,Consulting Services,6000,2014,Actual
01-09-35-4235,Fees,4745,2014,Actual
01-09-35-4307,Conferences/Training,225,2014,Actual
01-09-35-4308,Subscriptions,450,2014,Actual
01-09-35-4317,Dues,725,2014,Actual
01-09-35-4401,Maintenance/Repair Building,6500,2014,Actual
01-09-35-4402,Maintenance/Repair Equipment,7200,2014,Actual
01-09-35-4411,Maintenance Agreements,13000,2014,Actual
01-09-35-4501,Gas,66000,2014,Actual
01-09-35-4510,General Plant Supplies,750,2014,Actual
01-09-35-4522,Medical/Surgical Supplies,71500,2014,Actual
01-09-35-4525,Minor Capital Equipment,52775,2014,Actual
01-09-35-4720,Dispatching-Medical,132886,2014,Actual
01-09-35-4802,Machinery and Equipment,17900,2014,Actual
01-09-35-4803,Vehicles,93000,2014,Actual
01-09-35-4900,Fringe Benefits,550404,2014,Actual
01-09-35-4903,Fire Pension,468559,2014,Actual
01-09-35-4913,Social Security,31579,2014,Actual
01-09-40-4000,Salaries,60913,2014,Actual
01-09-40-4001,Holiday Pay,2470,2014,Actual
01-09-40-4002,Longevity,1020,2014,Actual
01-09-40-4003,Uniform/Clothing Allowance,3500,2014,Actual
01-09-40-4006,Overtime,7800,2014,Actual
01-09-40-4208,Training,56500,2014,Actual
01-09-40-4510,General Plant Supplies,1000,2014,Actual
01-09-40-4802,Machinery and Equipment,2800,2014,Actual
01-09-40-4900,Fringe Benefits,15289,2014,Actual
01-09-40-4903,Fire Pension,15114,2014,Actual
01-09-40-4913,Social Security,1098,2014,Actual
01-10-17-4000,Salaries,55049,2014,Actual
01-10-17-4002,Longevity,420,2014,Actual
01-10-17-4200,Advertising,1000,2014,Actual
01-10-17-4235,Fees,631.07,2014,Actual
01-10-17-4308,Subscriptions,250,2014,Actual
01-10-17-4900,Fringe Benefits,15289,2014,Actual
01-10-17-4901,Pension,9172,2014,Actual
01-10-17-4911,Penny Fund,50,2014,Actual
01-10-17-4913,Social Security,4243,2014,Actual
01-10-36-3003,Vacant for Sale Fees,-21000,2014,Actual
01-10-36-3004,Vacant for Rehab Fees,-11817,2014,Actual
01-10-36-3005,Vacant Code Compliant Fee,-12000,2014,Actual
01-10-36-3006,Vacant Second Residence Fee,-135000,2014,Actual
01-10-36-3210,Food Permits,-165000,2014,Actual
01-10-36-3229,Work Order Fees,-17303,2014,Actual
01-10-36-3267,CDBG Revenue to Fund Codes,-500000,2014,Actual
01-10-36-3268,Housing Inspection,-800000,2014,Actual
01-10-36-3276,Housing No Show Fee,-7000,2014,Actual
01-10-36-3278,Housing Prior Year,-450000,2014,Actual
01-10-36-3280,Housing/Rental Permit,-890000,2014,Actual
01-10-36-3281,Appeal Fees,-500,2014,Actual
01-10-36-3288,Misc Revenue,-500,2014,Actual
01-10-36-3290,Public Health & Safety,-262500,2014,Actual
01-10-36-3322,Quality of Life,-390000,2014,Actual
01-10-36-4000,Salaries,1330928.83,2014,Actual
01-10-36-4006,Overtime,2550.17,2014,Actual
01-10-36-4200,Advertising,3524,2014,Actual
01-10-36-4210,Abatement,120000,2014,Actual
01-10-36-4216,Contracted Services,34597,2014,Actual
01-10-36-4307,Conferences/Training,11000,2014,Actual
01-10-36-4317,Dues,200,2014,Actual
01-10-36-4501,Gas,17000,2014,Actual
01-10-36-4504,Uniforms,8000,2014,Actual
01-10-36-4510,General Plant Supplies,8000,2014,Actual
01-10-36-4522,Medical/Surgical Supplies,500,2014,Actual
01-10-36-4739,Contingencies,0,2014,Actual
01-10-36-4803,Vehicles,14400,2014,Actual
01-10-36-4900,Fringe Benefits,565693,2014,Actual
01-10-36-4901,Pension,293506,2014,Actual
01-10-36-4911,Penny Fund,500,2014,Actual
01-10-36-4913,Social Security,102011,2014,Actual
01-10-37-3201,Zoning Housing Appeals,-29000,2014,Actual
01-10-37-3202,Civil Complaint Judgments,-11000,2014,Actual
01-10-37-3203,Zoning Inspector No Show,-3850,2014,Actual
01-10-37-3279,PMD Placard Removal Fees,-11520,2014,Actual
01-10-37-4000,Salaries,203896,2014,Actual
01-10-37-4016,Temporary Wages,45400,2014,Actual
01-10-37-4200,Advertising,10000,2014,Actual
01-10-37-4216,Contracted Services,62580,2014,Actual
01-10-37-4235,Fees,11440,2014,Actual
01-10-37-4307,Conferences/Training,1018.93,2014,Actual
01-10-37-4308,Subscriptions,524,2014,Actual
01-10-37-4504,Uniforms,1200,2014,Actual
01-10-37-4510,General Plant Supplies,1400,2014,Actual
01-10-37-4900,Fringe Benefits,61156,2014,Actual
01-10-37-4901,Pension,36688,2014,Actual
01-10-37-4911,Penny Fund,120,2014,Actual
01-10-37-4913,Social Security,19072,2014,Actual
01-10-38-3204,Demolition Account Collection,-5000,2014,Actual
01-10-38-3207,B & T Plan Review Fee,-15000,2014,Actual
01-10-38-3219,ROP Inspection,-14341,2014,Actual
01-10-38-3224,Assessment Fee,-12000,2014,Actual
01-10-38-3281,Appeal Fees,-500,2014,Actual
01-10-38-3622,Fines,-12000,2014,Actual
01-10-38-3689,Revenue Fee,-28183,2014,Actual
01-10-38-3756,Direct Cost Reimb Trades,-170000,2014,Actual
01-10-38-4000,Salaries,380436,2014,Actual
01-10-38-4016,Temporary Wages,7000,2014,Actual
01-10-38-4200,Advertising,1200,2014,Actual
01-10-38-4216,Contracted Services,51000,2014,Actual
01-10-38-4226,UCC Ed and Training Fee,15000,2014,Actual
01-10-38-4307,Conferences/Training,6700,2014,Actual
01-10-38-4317,Dues,1600,2014,Actual
01-10-38-4501,Gas,17000,2014,Actual
01-10-38-4510,General Plant Supplies,11200,2014,Actual
01-10-38-4530,Mechanical Trades Testing,12000,2014,Actual
01-10-38-4803,Vehicles,19200,2014,Actual
01-10-38-4900,Fringe Benefits,107023,2014,Actual
01-10-38-4901,Pension,64204,2014,Actual
01-10-38-4911,Penny Fund,100,2014,Actual
01-10-38-4913,Social Security,32699,2014,Actual
01-10-39-4000,Salaries,77183,2014,Actual
01-10-39-4002,Longevity,910,2014,Actual
01-10-39-4101,Light & Power,35000,2014,Actual
01-10-39-4133,Gas-Utilities,30000,2014,Actual
01-10-39-4216,Contracted Services,30000,2014,Actual
01-10-39-4238,Physicals,60,2014,Actual
01-10-39-4401,Maintenance/Repair Building,300000,2014,Actual
01-10-39-4900,Fringe Benefits,45867,2014,Actual
01-10-39-4901,Pension,18344,2014,Actual
01-10-39-4911,Penny Fund,40,2014,Actual
01-10-39-4913,Social Security,5943,2014,Actual
01-11-11-3444,Reimb Drug Testing,-100,2014,Actual
01-11-11-4000,Salaries,0,2014,Actual
01-11-11-4200,Advertising,0,2014,Actual
01-11-11-4216,Contracted Services,0,2014,Actual
01-11-11-4235,Fees,0,2014,Actual
01-11-11-4307,Conferences/Training,0,2014,Actual
01-11-11-4308,Subscriptions,0,2014,Actual
01-11-11-4317,Dues,0,2014,Actual
01-11-11-4444,Drug & Alcohol Testing,0,2014,Actual
01-11-11-4510,General Plant Supplies,0,2014,Actual
01-11-11-4558,Inner City Boxing Club,0,2014,Actual
01-11-11-4900,Fringe Benefits,0,2014,Actual
01-11-11-4901,Pension,0,2014,Actual
01-11-11-4913,Social Security,0,2014,Actual
01-12-12-4000,Salaries,315647,2014,Actual
01-12-12-4216,Contracted Services,100000,2014,Actual
01-12-12-4224,Legal Services,150000,2014,Actual
01-12-12-4229,Cost/Liens/Etc,15000,2014,Actual
01-12-12-4307,Conferences/Training,4800,2014,Actual
01-12-12-4308,Subscriptions,1000,2014,Actual
01-12-12-4900,Fringe Benefits,91734,2014,Actual
01-12-12-4901,Pension,55032,2014,Actual
01-12-12-4913,Social Security,24147,2014,Actual
01-12-25-4216,Contracted Services,200000,2014,Actual
01-13-61-4000,Salaries,162567,2014,Actual
01-13-61-4900,Fringe Benefits,45867,2014,Actual
01-13-61-4901,Pension,27516,2014,Actual
01-13-61-4913,Social Security,12436,2014,Actual
01-13-62-4000,Salaries,89832,2014,Actual
01-13-62-4002,Longevity,1470,2014,Actual
01-13-62-4900,Fringe Benefits,61156,2014,Actual
01-13-62-4901,Pension,18344,2014,Actual
01-13-62-4911,Penny Fund,80,2014,Actual
01-13-62-4913,Social Security,6963,2014,Actual
01-13-63-4000,Salaries,226915,2014,Actual
01-13-63-4002,Longevity,3500,2014,Actual
01-13-63-4900,Fringe Benefits,76445,2014,Actual
01-13-63-4901,Pension,45860,2014,Actual
01-13-63-4911,Penny Fund,100,2014,Actual
01-13-63-4913,Social Security,17627,2014,Actual
01-14-91-3905,Employee Contrib to Med insur,-1500000,2014,Actual
01-14-91-4021,Interest-GOB Series 2012,63412,2014,Actual
01-14-91-4022,Principal-GOB Series 2012,595000,2014,Actual
01-14-91-4213,Collection Expense - Tax Claim,30000,2014,Actual
01-14-91-4214,Collection Expense,7000,2014,Actual
01-14-91-4216,Contracted Services,488000,2014,Actual
01-14-91-4223,Audits,100000,2014,Actual
01-14-91-4227,COLLECTION EXP - EIT,342837,2014,Actual
01-14-91-4228,COLLECTION EXP - LST,25000,2014,Actual
01-14-91-4230,Indirect Cost Allocation,13975,2014,Actual
01-14-91-4325,Charter Review Commission,0,2014,Actual
01-14-91-4739,Contingencies,485038,2014,Actual
01-14-91-4741,Administrative Expenses,30000,2014,Actual
